1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,t1,t2,control_number1,control_number2,Final_preds,control_number
2,6,2,2,2,2,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,2,6,2,2,2,3,6,3,4,2,1,4,4,2,2,2,1,2,5,2,2,3,4,3,2,2,2,3,3,5,3,3,2,75.19999999999997,105.0,0,0,0,0.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,2,2,2,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,84.4,117.0,0,2,2,0.0
2,2,2,2,2,2,2,2,3,2,4,6,1,6,4,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,80.2,113.0,0,0,0,0.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,2,2,5,1,2,6,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,2,2,2,2,4,2,5,2,3,5,2,4,5,3,83.6,118.0,3,0,3,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,81.6,115.0,2,2,4,1.0
2,6,5,2,2,4,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,4,6,2,2,2,3,6,3,4,2,1,4,1,2,2,2,3,2,5,2,1,3,4,3,2,2,2,3,3,5,3,3,2,70.4,98.0,2,1,3,1.0
2,6,5,2,2,4,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,4,6,2,2,2,3,6,3,4,2,1,4,1,2,2,2,1,2,5,2,2,3,4,3,2,2,2,3,3,5,3,3,2,71.8,100.0,2,1,3,1.0
2,6,5,2,2,4,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,4,2,2,2,2,3,6,3,4,2,1,4,4,2,2,2,3,2,5,2,1,3,4,3,2,2,2,5,3,5,3,3,2,72.6,101.0,5,3,8,1.0
2,4,5,2,2,2,3,2,3,2,4,6,1,4,1,3,1,1,5,1,2,3,1,6,6,2,3,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,3,4,4,5,4,3,5,2,4,5,3,68.6,93.0,1,2,3,1.0
2,2,2,2,2,2,3,2,3,2,4,6,1,4,4,2,1,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,6,4,2,5,2,3,5,2,4,5,3,77.6,106.0,0,3,3,1.0
2,4,5,2,2,2,3,2,3,2,4,6,1,4,1,3,1,1,5,1,2,3,1,6,6,2,3,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,6,4,4,5,4,3,5,2,4,5,3,68.6,93.0,2,14,16,1.0
2,2,2,2,2,2,3,2,3,2,4,6,1,6,4,2,1,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,1,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,78.0,110.0,10,0,10,1.0
2,2,2,2,2,2,2,2,3,2,4,1,1,6,4,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,80.2,113.0,3,1,4,1.0
2,2,2,2,2,2,2,2,5,2,4,2,1,6,2,2,5,2,5,1,2,4,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,2,2,3,5,2,4,5,3,84.4,119.0,6,0,6,1.0
2,6,2,2,2,4,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,2,6,2,2,2,3,6,3,4,2,1,4,1,2,2,2,1,2,5,2,2,3,4,3,2,2,2,3,3,5,3,3,2,73.8,103.0,2,4,6,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,2,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,83.0,116.0,1,1,2,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,2,2,2,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,2,2,4,4,2,2,2,3,2,5,2,3,5,2,4,5,3,85.0,118.0,2,9,11,1.0
2,6,5,2,2,2,2,2,2,2,4,5,1,6,2,2,5,2,2,4,2,4,4,6,2,2,2,3,6,3,4,2,4,4,1,2,2,2,1,2,5,2,1,2,4,3,2,2,2,3,3,5,3,3,2,76.0,105.0,2,1,3,1.0
3,6,5,2,2,4,2,6,5,2,4,5,1,6,2,2,4,2,1,4,2,4,1,6,2,6,2,3,6,3,4,2,1,4,4,2,2,2,3,2,5,2,1,3,4,3,2,2,2,3,3,5,3,3,2,67.0,91.0,7,7,14,1.0
2,2,2,2,2,2,2,2,5,2,4,2,1,6,4,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,2,2,3,5,2,4,5,3,83.0,117.0,4,0,4,1.0
2,6,5,2,2,4,2,2,2,2,4,5,2,6,2,2,1,2,2,1,2,4,4,6,2,2,2,3,6,2,4,2,1,4,1,2,2,2,1,2,5,2,2,2,4,3,2,2,2,3,3,5,3,3,2,78.0,108.0,2,2,4,1.0
3,6,5,2,2,4,2,2,5,2,4,1,1,6,2,2,5,2,1,4,2,4,4,6,2,6,2,3,6,3,4,2,1,4,1,2,6,2,3,2,5,2,1,3,4,2,2,2,2,3,3,5,3,3,2,67.6,93.0,6,2,8,1.0
2,5,2,2,2,2,2,2,3,2,4,6,1,4,1,3,1,1,5,1,3,3,1,6,6,2,3,2,5,2,2,2,4,3,4,2,2,3,5,2,4,4,1,3,3,4,4,2,4,3,5,2,4,5,3,66.4,90.0,6,3,9,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,5,4,2,2,2,2,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,84.4,118.0,2,1,3,1.0
2,2,2,2,2,2,3,2,3,2,4,6,1,4,4,2,1,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,79.0,108.0,0,2,2,1.0
2,4,2,2,2,2,3,2,3,2,4,6,1,4,1,3,1,1,5,1,3,3,1,6,6,2,3,2,5,2,2,2,4,3,4,2,2,3,5,2,4,4,1,3,3,4,4,5,4,3,5,2,4,5,3,64.39999999999999,86.0,1,5,6,1.0
3,6,5,2,2,4,2,6,5,2,4,1,1,4,2,2,5,2,1,4,2,4,4,6,2,6,2,3,6,3,4,2,1,4,1,2,6,2,3,2,5,2,3,3,4,3,2,2,2,3,3,5,3,3,2,65.6,89.0,6,6,12,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,2,2,2,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,84.4,117.0,1,1,2,1.0
3,6,5,2,2,4,2,6,5,2,4,1,1,4,2,2,5,2,1,4,2,4,4,6,2,6,2,3,6,3,4,2,1,4,1,2,6,2,3,2,5,2,1,3,4,3,2,2,2,3,3,5,3,3,2,65.6,89.0,1,4,5,1.0
3,6,5,2,2,4,2,6,5,2,4,1,1,6,2,2,5,2,1,4,2,4,4,6,6,6,2,3,6,3,5,2,1,4,1,2,6,2,3,2,5,2,1,3,4,3,2,2,4,3,3,5,3,3,2,61.99999999999999,86.0,1,2,3,1.0
2,2,2,2,2,2,3,2,3,2,4,6,1,4,4,3,1,5,5,1,2,3,4,6,6,2,3,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,6,4,2,5,2,3,5,2,4,5,3,73.4,101.0,2,9,11,1.0
2,4,2,2,2,2,3,2,3,2,4,6,1,4,1,3,1,1,5,1,3,3,1,6,6,2,3,2,5,2,2,2,4,3,4,2,2,3,5,2,4,4,1,3,3,4,4,5,4,3,5,2,4,5,3,64.39999999999999,86.0,1,6,7,1.0
2,2,2,2,2,2,3,2,3,2,4,6,1,4,1,3,1,1,5,1,2,3,4,6,6,2,3,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,6,4,2,5,2,3,5,2,4,5,3,72.6,100.0,1,5,6,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,5,4,2,2,2,2,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,84.4,118.0,2,4,6,1.0
2,2,2,2,2,2,3,2,3,2,4,6,1,4,4,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,2,6,2,5,2,1,5,2,4,5,3,78.19999999999997,109.0,7,3,10,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,4,2,2,4,2,5,2,3,5,2,4,5,3,81.0,113.0,1,1,2,1.0
2,4,5,2,2,2,3,2,3,2,4,6,1,4,1,3,1,1,5,1,2,3,1,6,6,2,3,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,6,4,4,5,2,3,5,2,4,5,3,69.19999999999999,95.0,2,2,4,1.0
2,6,5,2,2,4,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,4,6,2,2,2,3,6,3,4,2,1,4,1,2,2,2,1,2,5,2,1,3,4,3,2,2,2,3,3,5,3,3,2,70.4,98.0,3,1,4,1.0
2,2,2,2,2,2,3,2,3,2,4,6,1,4,4,2,1,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,79.0,108.0,0,1,1,1.0
2,6,2,2,2,4,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,2,6,2,2,2,2,6,3,4,2,1,4,4,2,2,2,1,2,5,2,2,3,4,3,2,2,2,3,3,5,3,3,2,76.0,105.0,3,2,5,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,81.6,115.0,2,1,3,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,5,4,2,2,2,2,1,2,3,2,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,85.0,120.0,5,0,5,1.0
2,6,5,2,2,4,2,2,2,2,4,5,1,6,2,2,5,2,2,4,2,4,4,6,2,2,2,3,6,3,4,2,1,4,1,2,2,2,1,2,5,2,1,2,4,3,2,2,2,3,3,5,3,3,2,74.6,103.0,2,1,3,1.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,2,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,83.0,116.0,0,2,2,1.0
2,2,2,2,2,2,3,2,3,2,4,6,1,4,1,3,1,1,5,1,2,3,4,6,6,2,3,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,6,4,4,5,2,3,5,2,4,5,3,72.0,98.0,0,5,5,2.0
2,2,2,2,2,2,2,2,3,2,4,1,1,6,4,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,1,4,2,5,2,3,5,2,4,5,3,78.8,111.0,8,2,10,2.0
2,2,2,2,2,2,2,2,3,2,4,2,2,6,4,2,2,2,2,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,85.8,119.0,2,3,5,2.0
2,2,2,2,2,2,3,2,3,2,4,6,1,4,4,2,1,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,2,6,2,5,2,1,5,2,4,5,3,78.19999999999997,108.0,3,4,7,2.0
2,6,5,2,2,2,2,2,2,2,4,5,1,6,2,2,5,2,2,4,2,4,4,6,2,2,2,3,6,3,4,2,4,4,1,2,2,2,1,2,4,2,1,2,4,3,2,2,2,3,3,5,3,3,2,76.8,104.0,0,7,7,2.0
2,2,2,2,2,2,2,2,5,2,4,2,1,6,2,2,1,2,5,1,2,4,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,2,2,3,5,2,4,5,3,84.4,118.0,3,5,8,2.0
2,6,2,2,2,4,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,2,6,2,2,2,4,6,3,4,2,1,4,1,2,2,2,1,2,5,2,2,3,4,3,2,2,2,3,3,5,3,3,2,74.6,103.0,3,2,5,2.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,81.6,115.0,3,2,5,2.0
3,6,5,2,2,4,2,6,5,2,4,1,1,4,2,2,5,2,1,4,2,4,4,6,2,6,2,2,3,3,4,2,1,4,1,2,6,2,3,2,5,2,1,3,4,4,4,2,2,3,3,5,3,3,2,67.2,89.0,1,14,15,2.0
2,6,5,2,2,4,2,2,2,2,4,5,2,6,2,2,5,2,2,1,2,4,4,6,2,2,2,3,6,2,4,2,1,4,1,2,2,2,1,2,5,2,2,2,4,3,2,2,2,3,3,5,3,3,2,78.0,109.0,9,4,13,2.0
2,4,2,2,2,2,3,2,3,2,4,6,1,4,1,3,1,1,5,1,2,3,4,6,6,2,3,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,6,4,4,5,2,3,5,2,4,5,3,71.39999999999998,96.0,0,3,3,2.0
2,6,5,2,2,4,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,4,6,2,6,2,3,6,3,4,2,1,4,1,2,6,2,3,2,5,2,1,3,4,3,2,2,2,3,3,5,3,3,2,67.6,94.0,13,0,13,2.0
2,2,2,2,2,2,3,2,3,2,4,6,1,4,4,2,1,5,5,1,2,3,4,6,6,2,2,2,5,2,2,2,4,2,4,2,2,2,5,2,4,4,2,2,6,4,2,5,2,3,5,2,4,5,3,77.6,107.0,2,2,4,2.0
2,6,5,2,2,4,2,6,5,2,4,5,1,6,2,2,5,2,2,4,2,4,4,6,2,6,2,2,6,3,4,2,1,4,1,2,6,2,3,2,5,2,1,3,4,3,2,2,2,3,3,5,3,3,2,69.0,96.0,4,1,5,2.0
2,2,2,2,2,2,2,2,3,2,4,6,1,4,1,3,1,1,5,1,2,3,4,6,6,2,3,2,5,2,2,2,4,2,4,2,2,3,5,2,4,4,2,2,6,4,4,5,2,3,5,2,4,5,3,73.4,100.0,0,11,11,2.0
2,2,2,2,2,2,2,2,3,2,4,2,1,6,4,2,5,2,5,1,2,3,4,6,2,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,5,2,3,5,2,4,5,3,83.0,117.0,3,4,7,2.0
1,2,5,1,2,6,5,2,4,5,6,6,1,5,3,1,5,5,2,4,6,6,2,4,4,4,6,5,2,5,4,4,2,4,6,4,2,5,4,5,6,5,2,4,4,1,4,2,3,4,3,5,2,6,4,59.8,82.0,4,8,12,2.0
2,2,2,2,2,2,2,2,5,2,4,2,1,6,2,2,5,2,5,1,2,3,4,6,6,2,2,2,5,2,2,2,1,2,4,2,2,2,5,2,4,4,2,2,2,4,2,2,2,3,5,2,4,5,3,83.6,119.0,4,0,4,2.0
